لجان القيد,,قلم الأقتراع,عدد المقترعين,عدد الأوراق الباطلة,عدد الأوراق البيضاء,العدد المعول عليه مع الأوراق البيضاء,(1) الشراكة والارادة,,,,,,,,,(2) صوتك ثورة,,,,,,,,(3) لائحة الجبل,,,,,,,,(4) قادرين,,,,,(5) توحدنا للتغيير,,,,,,,,(6) سيادة وطن,,,,,,,(7) الجبل ينتفض,,,,
,,,,,,,فادي فارس المعلوف,ايلي مخايل قرداحي,حبوبه يوسف عون,سعد الدين وسيم الخطيب,بلال احمد عبد الله,مروان محمد حماده,جورج جميل عدوان,تيمور وليد جنبلاط,مجموع الأصوات,معضاد حسن ابو علي,ميشال خليل ابو سليمان,جمال انطوان مرهج,جهاد نبيل ذبيان,كابي الياس القزي,سمير حسن عاكوم,محمد سامي الحجار,مجموع الأصوات,انطوان بشاره عبود,اسامه محمد المعوش,احمد حلمي نجم الدين,فريد جورج فيليب البستاني,غسان امال عطا الله,وئام ماهر نجيب وهاب,ناجي نبيه البستاني,مجموع الأصوات,عماد محمد الفران,خالد ابراهيم سعد,ايمن غازي زين الدين,جوزف اسعد طعمه,مجموع الأصوات,شكري يوسف حداد,عماد وفيق سيف الدين,حليمه ابراهيم القعقور,صعود كريم ابو شبل,رانيه عادل غيث,نجاة خطار عون,غاده غازي ماروني عيد,مجموع الأصوات,جورج ادوار سلوان,هشام عزات ذبيان,مأمون احمد المأمون ملك,جويس جوزف مارون,محمد عمار ابراهيم الشمعه,دعد ناصيف القزي,مجموع الأصوات,اكرم علي بريش,عبد الله يوسف ابو عبد الله,نبيل خليل مشنتف,زينه شوقي منصور,مجموع الأصوات
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,24,بريح - المدرسة الرسمية - غرفة رقم 5,290,4,1,286,3,2,1,0,1,3,115,2,130,0,0,1,0,1,0,0,2,0,0,0,48,36,2,8,97,0,1,0,0,1,5,0,0,4,0,39,3,52,0,0,0,0,0,3,3,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,25,بريح - المدرسة الرسمية - غرفة رقم 6,237,11,0,226,12,2,0,0,0,2,82,1,100,0,1,0,0,0,0,0,1,0,0,0,27,27,1,25,80,0,0,2,1,3,2,0,4,1,0,29,5,41,0,0,0,0,0,0,0,0,0,0,1,1
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,26,بشتفين - المدرسة الرسمية - غرفة رقم 1,350,7,2,343,4,1,2,0,1,6,0,149,166,0,1,0,0,0,0,0,1,0,0,0,0,0,101,1,102,0,0,0,0,1,1,1,10,0,21,15,22,71,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,27,بشتفين - المدرسة الرسمية - غرفة رقم 2,333,8,2,325,3,0,1,0,1,2,0,170,178,0,1,0,0,0,0,0,2,0,0,0,0,0,59,1,61,0,0,0,0,0,1,0,14,0,25,21,16,80,0,2,0,0,0,0,2,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,28,بشتفين - المدرسة الرسمية - غرفة رقم 3,302,2,2,300,4,0,5,1,2,3,0,110,130,0,1,0,0,0,0,3,5,0,0,0,0,0,82,0,82,0,0,1,1,2,0,0,12,0,27,19,17,77,0,1,0,0,0,0,1,0,1,0,0,1
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,29,جدرا - وادي الزينة - صالون الكنيسة - غرفة رقم 1,190,2,1,188,1,13,0,1,20,0,81,0,121,0,0,0,0,1,0,0,1,0,0,0,4,27,0,6,37,0,0,0,2,2,1,0,2,1,0,16,3,23,0,0,0,0,0,3,3,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,30,حارة بعاصير - صالة الكنيسة مار الياس - غرفة رقم 1,232,8,0,224,3,17,0,6,8,0,68,0,102,0,0,0,0,1,0,0,1,0,0,0,39,31,1,22,93,0,1,0,0,1,0,0,9,0,1,6,1,17,0,0,0,0,0,10,10,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,31,حارة جندل - دار الاستقبال في البلدة - غرفة رقم 1,248,5,3,243,0,0,0,0,3,7,1,155,173,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,9,0,1,2,0,3,1,0,12,0,17,17,2,53,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,32,حصروت - المدرسة الرسمية - غرفة رقم 1,271,5,1,266,0,0,1,7,64,13,9,1,97,0,0,0,0,0,1,0,2,0,0,6,32,6,37,10,91,0,2,0,0,2,1,3,25,0,0,8,6,43,0,1,0,0,29,0,30,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,33,حصروت - المدرسة الرسمية - غرفة رقم 2,345,10,9,335,0,0,1,18,73,15,9,1,123,0,0,0,0,0,1,1,3,0,2,13,29,5,34,11,94,0,1,1,0,2,0,1,40,0,0,16,6,63,0,1,0,0,39,0,40,0,0,1,0,1
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,34,دميت - المدرسة الرسمية - غرفة رقم 1,263,3,5,260,0,0,0,0,0,16,0,157,177,0,1,0,1,1,0,0,3,0,0,0,0,0,33,0,33,1,0,1,0,4,0,0,7,0,18,7,5,37,0,1,0,0,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,35,دميت - المدرسة الرسمية - غرفة رقم 2,259,0,1,259,1,0,0,1,0,5,1,143,154,0,0,0,0,0,0,0,0,0,0,1,0,0,40,1,43,1,0,3,0,5,0,0,14,0,21,15,5,56,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,36,دميت - المدرسة الرسمية - غرفة رقم 3,258,15,3,243,0,0,1,0,0,5,1,118,128,0,6,0,0,0,0,0,7,0,0,0,1,0,25,0,26,0,0,3,0,3,0,0,19,2,26,14,8,73,0,0,0,0,0,3,3,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,37,دير بابا - المدرسة الرسمية - غرفة رقم 1,300,11,4,289,1,0,5,0,0,9,0,159,181,0,0,0,0,0,0,0,1,0,0,0,2,0,66,0,68,0,0,1,0,1,0,0,3,0,15,8,7,33,0,1,0,0,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,38,دير بابا - المدرسة الرسمية - غرفة رقم 2,308,4,3,304,1,0,1,0,0,7,0,171,182,0,0,0,0,0,0,1,2,0,1,0,4,0,62,3,71,0,0,0,0,0,1,0,3,0,20,15,5,46,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,39,دير كوشه - المدرسة الرسمية - غرفة رقم 1,311,1,4,310,1,0,3,0,2,7,0,153,172,0,1,0,0,0,0,0,2,0,0,0,0,0,70,0,70,0,0,2,0,2,0,0,16,0,16,20,7,59,0,0,0,0,0,0,0,0,0,0,1,1
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,40,مجدل المعوش - مبنى جمعية الراهبات الانطوانيات - غرفة رقم 1,244,6,0,238,3,7,0,0,0,0,62,25,99,0,0,16,0,0,0,0,16,0,0,0,17,52,11,2,83,0,0,0,0,0,0,0,0,10,0,28,2,40,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,41,مجدل المعوش - مبنى جمعية الراهبات الانطوانيات - غرفة رقم 2,222,7,1,215,12,5,3,0,0,1,78,14,113,0,0,7,0,1,0,0,8,1,0,0,12,36,9,8,66,0,0,0,0,1,0,0,0,3,0,18,4,25,0,0,0,0,0,0,0,0,0,0,0,1
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,42,مجدل المعوش - مبنى جمعية الراهبات الانطوانيات - غرفة رقم 3,245,2,1,243,6,13,1,0,0,0,55,18,94,0,0,11,0,0,0,0,11,0,0,0,20,44,12,1,78,0,0,0,0,1,0,0,0,8,0,46,3,58,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,43,مجدل المعوش - مبنى جمعية الراهبات الانطوانيات - غرفة رقم 4,225,0,2,225,10,1,2,0,0,0,64,13,95,0,0,11,0,1,0,0,13,0,0,0,26,30,9,4,70,0,0,0,3,3,0,0,0,1,0,36,4,41,0,0,0,1,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,44,مرج برجا - صالة الكنيسة - غرفة رقم 1,108,0,0,108,0,0,1,0,0,0,20,0,21,0,0,0,0,0,0,0,0,0,0,0,12,33,2,5,54,0,0,1,0,1,0,0,0,6,0,17,1,25,0,0,0,0,0,6,7,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,45,مزبود - المدرسة الرسمية - غرفة رقم 1,264,2,0,262,0,1,0,16,55,13,6,0,93,0,0,0,0,0,0,3,3,0,0,7,4,8,24,2,46,0,3,0,0,3,0,5,81,0,0,2,0,88,0,0,0,0,27,2,29,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,46,مزبود - المدرسة الرسمية - غرفة رقم 2,262,4,6,258,2,1,0,29,46,6,6,0,92,0,0,0,0,0,2,12,14,0,0,14,0,8,21,4,48,0,0,0,0,0,1,6,59,0,0,3,2,72,0,0,2,0,24,0,26,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,47,مزبود - المدرسة الرسمية - غرفة رقم 3,261,9,2,252,0,2,0,15,46,11,2,1,77,0,0,0,0,0,0,4,4,0,0,10,3,2,15,2,33,0,3,0,0,3,0,11,82,0,0,4,0,100,0,0,0,0,32,1,33,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,48,مزبود - المدرسة الرسمية - غرفة رقم 4,292,7,5,285,0,1,0,19,45,5,2,1,74,0,0,0,0,0,1,5,7,0,0,23,1,6,30,2,63,0,0,0,0,0,0,4,92,0,0,4,0,101,0,0,1,0,32,0,35,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,49,مزبود - المدرسة الرسمية - غرفة رقم 5,233,11,3,222,0,1,0,17,41,5,10,1,76,0,0,0,0,0,0,2,4,0,0,4,3,6,27,1,42,0,0,0,0,1,0,1,64,0,0,8,1,74,0,0,0,0,21,1,22,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,50,مزرعة الضهر - مبنى البلدية - غرفة رقم 1,219,1,2,218,13,2,1,1,3,4,76,1,103,0,1,0,0,0,0,1,2,0,0,0,13,32,2,4,53,0,0,0,2,2,0,0,1,18,0,18,12,49,0,0,0,0,0,6,7,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,51,مزرعة الضهر - مبنى البلدية - غرفة رقم 2,204,0,0,204,9,1,0,0,4,2,78,0,98,0,0,1,0,0,0,1,2,1,0,0,11,31,2,3,48,0,0,0,0,0,0,0,5,14,0,19,11,50,0,0,0,1,0,5,6,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,52,مزرعة الضهر - مبنى البلدية - غرفة رقم 3,232,0,0,232,15,4,0,0,2,2,88,0,118,0,0,0,0,0,0,0,0,0,2,0,19,32,5,1,59,0,0,0,0,0,0,0,3,9,0,30,9,51,0,0,0,0,0,4,4,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,53,مزموره - صالة الكنيسة - غرفة رقم 1,201,0,1,201,0,3,0,0,0,0,70,0,75,0,1,0,0,0,0,0,1,1,0,0,41,29,27,1,100,0,0,0,0,0,2,0,1,6,0,14,1,24,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,54,معاصر الشوف - دار البلدة - غرفة رقم 1,264,7,3,257,1,0,1,0,1,7,0,162,185,0,0,0,0,0,0,0,1,0,0,0,3,0,13,0,19,0,0,2,0,4,1,0,14,0,6,11,9,45,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,55,معاصر الشوف - مركز البلدية - غرفة رقم 1,188,0,0,188,10,2,0,0,0,3,59,1,77,0,0,0,0,0,0,0,0,1,0,0,32,37,2,1,73,1,0,1,0,2,1,0,1,0,0,31,3,36,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,56,معاصر الشوف - دار البلدة - غرفة رقم 2,202,4,4,198,4,0,0,0,0,4,14,113,138,0,2,0,0,0,0,0,2,0,0,0,4,7,10,0,21,0,0,0,0,3,0,0,5,1,7,10,3,30,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,57,معاصر الشوف - دار البلدة - غرفة رقم 3,246,8,4,238,0,0,0,0,0,5,0,146,161,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,15,0,0,1,0,1,0,0,16,0,10,20,6,57,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,58,معاصر الشوف - مركز البلدية - غرفة رقم 2,195,6,2,189,2,3,0,0,0,2,58,1,66,0,0,0,0,0,0,0,0,0,0,0,33,35,1,1,71,0,0,0,1,1,5,0,5,2,0,34,2,49,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,59,معاصر الشوف - دار البلدة - غرفة رقم 4,218,2,2,216,0,2,0,0,1,7,8,116,143,0,1,0,0,0,0,0,1,0,0,0,4,4,14,0,24,0,0,0,0,0,0,0,8,0,6,19,10,46,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,60,معاصر بيت الدين - صالون كنيسة مار الياس - غرفة رقم 1,202,2,1,200,6,7,0,0,0,1,40,1,55,0,0,2,0,0,0,0,2,0,0,0,41,23,2,26,95,0,0,0,0,0,0,0,2,8,0,23,10,44,0,0,0,0,0,0,0,0,3,0,0,3
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,61,معاصر بيت الدين - صالون كنيسة مار الياس - غرفة رقم 2,210,2,0,208,2,5,0,0,0,0,44,0,52,0,0,0,0,0,0,0,0,0,0,0,44,25,1,18,88,0,0,0,1,1,0,0,4,8,0,42,11,66,0,0,0,0,0,0,0,0,1,0,0,1
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,62,وادي بنحليه - الكنيسة - غرفة رقم 1,251,7,3,244,10,3,4,1,0,2,53,9,82,0,12,0,0,0,0,0,12,0,0,0,36,32,28,13,110,0,1,1,0,2,2,0,0,5,0,21,5,35,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,63,وادي بنحليه - الكنيسة - غرفة رقم 2,253,6,7,247,4,3,2,2,0,1,39,4,69,0,19,0,0,0,0,0,20,1,0,0,39,32,22,8,104,1,0,0,1,2,0,0,0,2,0,32,6,43,1,0,0,0,0,1,2,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,64,وادي دير دوريت - بيت جاهز قرب منزل المختار الحالي وجيه انطوان راشد/على العقار 65 وادي دير دوريت - بيت جاهز قرب منزل المختار الحالي وجيه انطوان راشد/على العقار 65 وادي دير دوريت,134,1,0,133,1,3,1,0,0,0,32,5,43,0,0,0,0,0,0,0,0,1,0,0,31,18,22,2,75,0,0,0,0,0,0,0,0,1,0,12,2,15,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,65,"1 القلم رقم - Luanda International Academy - أنغويلا، بريتوريا",8,1,0,7,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,66,"استراليا، سيدني - معهد العائلة المقدسة  - غرفة رقم 6",72,0,0,72,0,0,0,0,0,0,40,2,44,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,12,0,0,0,0,0,0,0,7,1,0,7,1,16,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,67,"استراليا، كانبيرا - السفارة اللبنانية في كانبيرا - القلم رقم 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,68,"استراليا، كانبيرا - القنصلية اللبنانية الفخرية في بريزبن - القلم رقم 4",12,0,0,12,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,69,"استراليا، كانبيرا - مكاتب القنصلية اللبنانية الفخرية السابقة في اديلايد - القلم رقم 3",23,1,0,22,0,1,0,0,1,4,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,70,"الإكوادور، كيتو - السفارة اللبناية في الإكوادور - القلم رقم 1",7,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,71,"التوغو، أكرا - القنصلية اللبنانية الفخرية في توغو - القلم رقم 1",7,0,0,7,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,72,"الجمهورية الفدرالية البرازيلية، ريودي جانيرو - القنصلية اللبنانية العامة في ريودي جانيرو - القلم رقم 2  ",6,0,0,6,0,3,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,73,"الجمهورية الفرنسية، باريس - دار البلدية- Nantes - القلم رقم 24",40,1,0,39,0,0,0,1,0,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,0,0,1,1,2,0,1,6,0,1,9,4,21,0,0,1,0,2,0,3,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,74,"الجمهورية الفرنسية، باريس - دار البلدية- Orleans - القلم رقم 27",14,2,0,12,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,75,"الجمهورية الفرنسية، باريس - دار البلدية- 05 Paris  - غرفة رقم 2",136,2,0,134,1,1,0,0,3,5,14,2,26,0,0,0,0,1,0,1,2,0,0,0,4,9,0,2,15,0,3,2,1,9,1,0,10,1,4,54,9,81,0,0,0,0,1,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,76,"الجمهورية الفرنسية، باريس - دار البلدية- Versailles  - غرفة رقم 1",52,3,0,49,1,1,0,0,0,3,4,5,14,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,1,1,3,0,1,4,2,0,16,3,27,0,0,0,0,1,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,77,"الجمهورية الفرنسية، باريس - دار البلدية- Versailles  - غرفة رقم 3",58,0,0,58,0,2,1,0,2,3,6,2,16,0,0,0,0,1,0,2,3,0,0,0,1,0,0,2,4,0,1,1,3,7,0,0,9,0,1,11,4,27,0,0,0,0,1,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,78,"الجمهورية الفرنسية، مرسيليا - دار البلدية- Nice  - غرفة رقم 1",35,0,1,35,0,1,0,0,1,1,3,6,12,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,3,0,2,0,0,2,0,0,0,0,6,6,2,15,0,0,0,0,1,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,79,"الولايات المتحدة الأميركية، ديترويت - Cedars Hall - القلم رقم 24",12,0,0,12,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,80,"الولايات المتحدة الأميركية، ديترويت - Honorary Consulate of Lebanon  - غرفة رقم 2",66,1,1,65,1,0,0,0,4,2,18,4,30,0,1,0,0,0,0,0,1,0,0,4,2,2,1,2,11,0,2,0,0,2,0,0,5,0,6,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,81,"الولايات المتحدة الأميركية، ديترويت - Maronite Church  - غرفة رقم 2",37,0,0,37,0,2,1,0,0,4,5,5,17,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,7,4,0,3,2,16,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,82,"الولايات المتحدة الأميركية، ديترويت - St Sharbel Church - القلم رقم 32",12,0,0,12,1,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,83,"الولايات المتحدة الأميركية، لوس انجلس - Church Glendale ST Mary Armenian - القلم رقم 35",21,0,0,21,0,0,0,0,0,2,6,2,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,84,"الولايات المتحدة الأميركية، لوس انجلس - Honorary Consulate of Lebanon
in Arizona - القلم رقم 36",15,4,0,11,0,1,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,85,"الولايات المتحدة الأميركية، لوس انجلس - Honorary Consulate of Lebanon
in Las Vegas - القلم رقم 37",23,0,0,23,0,0,1,0,0,1,11,6,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,86,"الولايات المتحدة الأميركية، لوس انجلس - Honorary Consulate of Lebanon
in Seattle - القلم رقم 50",19,1,0,18,0,1,0,0,0,2,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,87,"الولايات المتحدة الأميركية، لوس انجلس - HOUSE OF LEBANON  - غرفة رقم 3  ",101,1,0,100,0,0,0,0,1,3,18,18,44,0,0,1,0,0,0,0,1,0,0,0,1,7,0,0,8,0,0,0,1,1,0,0,17,1,2,13,5,44,0,0,0,0,0,0,0,2,0,0,0,2
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,88,"الولايات المتحدة الأميركية، نيويورك - Lebanon-American Club - القلم رقم
51",21,0,0,21,2,0,0,0,0,2,5,0,9,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,89,"الولايات المتحدة الأميركية، نيويورك - Saint Maron Hall  - غرفة رقم 2",16,0,0,16,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,0,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,90,"الولايات المتحدة الأميركية، نيويورك - The Cedars Center  - غرفة رقم 5",128,9,0,119,0,3,0,1,2,5,42,6,61,0,0,0,0,0,0,0,0,0,0,1,0,16,2,0,19,0,0,1,0,1,0,0,3,1,3,28,2,38,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,91,"الولايات المتحدة الأميركية، واشنطن - Austin Southpark Hotel - القلم رقم 1",11,0,0,11,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,1,1,0,0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,92,"الولايات المتحدة الأميركية، واشنطن - Lebanese Honorary Consulate -
Atlanta  - غرفة رقم 1",33,1,0,32,2,2,0,0,0,0,11,3,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1,1,0,0,2,0,0,5,0,8,0,0,0,0,0,0,1,0,0,0,0,0
