الدائرة,القضاء,القرية,رقم قلم الاقتراع,مركز قلم الاقتراع,الجنس,الطائفة,من سجل,الى سجل
جبل لبنان ٣,بعبدا,الشياح حي كرم الزيتون,50,مدرسة الشياح الرسميــــة الثانية للبنات ( لمع لمع ) غرفة رقم ١٤,ذكور,شيعي,1,3
جبل لبنان ٣,بعبدا,الشياح حي كرم الزيتون,50,مدرسة الشياح الرسميــــة الثانية للبنات ( لمع لمع ) غرفة رقم ١٥,اناث,كلدان,75,138
جبل لبنان ٣,بعبدا,الشياح حي كرم الزيتون,50,مدرسة الشياح الرسميــــة الثانية للبنات ( لمع لمع ) غرفة رقم ١٦,ذكور,كلدان,75,138
جبل لبنان ٣,بعبدا,الشياح حي كرم الزيتون,50,مدرسة الشياح الرسميــــة الثانية للبنات ( لمع لمع ) غرفة رقم ١٧,اناث,كلدان كاثوليك,54,55
جبل لبنان ٣,بعبدا,الشياح حي كرم الزيتون,50,مدرسة الشياح الرسميــــة الثانية للبنات ( لمع لمع ) غرفة رقم ١٨,ذكور,كلدان كاثوليك,54,55
جبل لبنان ٣,بعبدا,الشياح حي كرم الزيتون,50,مدرسة الشياح الرسميــــة الثانية للبنات ( لمع لمع ) غرفة رقم ١٩,اناث,لاتين,3,142
جبل لبنان ٣,بعبدا,الشياح حي كرم الزيتون,50,مدرسة الشياح الرسميــــة الثانية للبنات ( لمع لمع ) غرفة رقم ٢٠,ذكور,لاتين,3,142
جبل لبنان ٣,بعبدا,العباديه,51,المدرسة الرسمية غرفة رقم ١,ذكور,درزي,1,68
جبل لبنان ٣,بعبدا,العباديه,52,المدرسة الرسمية غرفة رقم ٢,ذكور,درزي,70,155
جبل لبنان ٣,بعبدا,العباديه,53,المدرسة الرسمية غرفة رقم ٣,ذكور,درزي,156,245
جبل لبنان ٣,بعبدا,العباديه,53,المدرسة الرسمية غرفة رقم ٣,ذكور,روم ارثوذكس,1,43
جبل لبنان ٣,بعبدا,العباديه,54,المدرسة الرسمية غرفة رقم ٤,اناث,روم ارثوذكس,1,137
جبل لبنان ٣,بعبدا,العباديه,54,المدرسة الرسمية غرفة رقم ٤,ذكور,روم ارثوذكس,45,137
جبل لبنان ٣,بعبدا,العباديه,55,المدرسة الرسمية غرفة رقم ٥,ذكور,ماروني,1,85
جبل لبنان ٣,بعبدا,العباديه,56,المدرسة الرسمية غرفة رقم ٦,اناث,درزي,1,67
جبل لبنان ٣,بعبدا,العباديه,57,المدرسة الرسمية غرفة رقم ٧,اناث,درزي,68,151
جبل لبنان ٣,بعبدا,العباديه,58,المدرسة الرسمية غرفة رقم ٨,ذكور,ماروني,86,290
جبل لبنان ٣,بعبدا,العباديه,59,المدرسة الرسمية غرفة رقم ٩,اناث,ماروني,1,84
جبل لبنان ٣,بعبدا,العباديه,60,المدرسة الرسمية غرفة رقم ١٠,اناث,درزي,152,245
جبل لبنان ٣,بعبدا,العباديه,60,المدرسة الرسمية غرفة رقم ١٠,اناث,روم كاثوليك,1,2
جبل لبنان ٣,بعبدا,العباديه,60,المدرسة الرسمية غرفة رقم ١٠,ذكور,روم كاثوليك,1,1
جبل لبنان ٣,بعبدا,العباديه,60,المدرسة الرسمية غرفة رقم ١٠,اناث,كلدان كاثوليك,1,1
جبل لبنان ٣,بعبدا,العباديه,60,المدرسة الرسمية غرفة رقم ١٠,ذكور,كلدان كاثوليك,1,1
جبل لبنان ٣,بعبدا,العباديه,60,المدرسة الرسمية غرفة رقم ١٠,اناث,لاتين,2,6
جبل لبنان ٣,بعبدا,العباديه,60,المدرسة الرسمية غرفة رقم ١٠,ذكور,لاتين,4,5
جبل لبنان ٣,بعبدا,العباديه,60,المدرسة الرسمية غرفة رقم ١٠,اناث,ماروني,85,290
جبل لبنان ٣,بعبدا,العربانية,61,صالون كنيسة سيدة الانتقال غرفة رقم ١,ذكور,روم كاثوليك,1,1
جبل لبنان ٣,بعبدا,العربانية,61,صالون كنيسة سيدة الانتقال غرفة رقم ١,ذكور,ماروني,1,155
جبل لبنان ٣,بعبدا,العربانية,62,صالون كنيسة سيدة الانتقال غرفة رقم ٢,اناث,روم كاثوليك,1,1
جبل لبنان ٣,بعبدا,العربانية,62,صالون كنيسة سيدة الانتقال غرفة رقم ٢,اناث,ماروني,1,155
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,63,مدرسة الشهيد عبد الكريم الخليل غرفة رقم ١,ذكور,شيعي,18,276
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,64,مدرسة الشهيد عبد الكريم الخليل غرفة رقم ٢,ذكور,شيعي,277,362
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,65,مدرسة الشهيد عبد الكريم الخليل غرفة رقم ٣,ذكور,شيعي,363,471
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,66,مدرسة الشهيد عبد الكريم الخليل غرفة رقم ٤,ذكور,شيعي,472,655
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,67,مدرسة الشهيد عبد الكريم الخليل غرفة رقم ٥,ذكور,شيعي,657,840
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,68,مدرسة الشهيد عبد الكريم الخليل غرفة رقم ٦,ذكور,شيعي,841,929
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,69,مدرسة الشهيد عبد الكريم الخليل غرفة رقم ٧,ذكور,شيعي,930,1170
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,70,مدرسة الشهيد عبد الكريم الخليل غرفة رقم ٨,اناث,شيعي,18,270
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,71,مدرسة الشهيد عبد الكريم الخليل غرفة رقم ٩,اناث,شيعي,271,355
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,72,مدرسة الشهيد عبد الكريم الخليل غرفة رقم ١٠,اناث,شيعي,356,440
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,73,مدرسة الشهيد عبد الكريم الخليل غرفة رقم ١١,اناث,شيعي,443,580
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,74,مدرسة الشهيد عبد الكريم الخليل غرفة رقم ١٢,اناث,شيعي,581,791
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,75,مدرسة الشهيد عبد الكريم الخليل غرفة رقم ١٣,اناث,شيعي,794,882
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,76,مدرسة الشهيد عبد الكريم الخليل غرفة رقم ١٤,اناث,شيعي,883,1079
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,77,ثانوية الغبيري الاولى للبنات غرفة رقم ١,ذكور,سني,1,130
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,78,ثانوية الغبيري الاولى للبنات غرفة رقم ٢,ذكور,سني,131,227
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,79,ثانوية الغبيري الاولى للبنات غرفة رقم ٣,ذكور,سني,228,437
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,80,ثانوية الغبيري الاولى للبنات غرفة رقم ٤,اناث,سني,1,120
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,81,ثانوية الغبيري الاولى للبنات غرفة رقم ٥,اناث,سني,121,215
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,82,ثانوية الغبيري الاولى للبنات غرفة رقم ٦,اناث,سني,216,389
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,83,ثانوية الغبيري الاولى للبنات غرفة رقم ٧,اناث,سني,390,721
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,83,ثانوية الغبيري الاولى للبنات غرفة رقم ٧,ذكور,سني,566,587
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,83,ثانوية الغبيري الاولى للبنات غرفة رقم ٧,ذكور,شيعي,1171,1241
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,84,ثانوية الغبيري الاولى للبنات غرفة رقم ٨,ذكور,سني,588,601
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,84,ثانوية الغبيري الاولى للبنات غرفة رقم ٨,ذكور,سني,512,565
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,84,ثانوية الغبيري الاولى للبنات غرفة رقم ٨,ذكور,سني,439,511
جبل لبنان ٣,بعبدا,الغبيري بئر حسن,84,ثانوية الغبيري الاولى للبنات غرفة رقم ٨,اناث,شيعي,1080,1241
جبل لبنان ٣,بعبدا,الغبيري حي الجامع,85,مدرسة الغبيري الرسمية الثانية للبنات غرفة رقم ١,ذكور,شيعي,1,69
جبل لبنان ٣,بعبدا,الغبيري حي الجامع,86,مدرسة الغبيري الرسمية الثانية للبنات غرفة رقم ٢,ذكور,شيعي,70,133
جبل لبنان ٣,بعبدا,الغبيري حي الجامع,87,مدرسة الغبيري الرسمية الثانية للبنات غرفة رقم ٣,ذكور,شيعي,135,226
جبل لبنان ٣,بعبدا,الغبيري حي الجامع,88,مدرسة الغبيري الرسمية الثانية للبنات غرفة رقم ٤,ذكور,شيعي,227,389
جبل لبنان ٣,بعبدا,الغبيري حي الجامع,89,مدرسة الغبيري الرسمية الثانية للبنات غرفة رقم ٥,ذكور,شيعي,391,541
جبل لبنان ٣,بعبدا,الغبيري حي الجامع,90,مدرسة الغبيري الرسمية الثانية للبنات غرفة رقم ٦,ذكور,شيعي,543,684
جبل لبنان ٣,بعبدا,الغبيري حي الجامع,91,مدرسة الغبيري الرسمية الثانية للبنات غرفة رقم ٧,ذكور,شيعي,687,1237
جبل لبنان ٣,بعبدا,الغبيري حي الجامع,92,مدرسة الغبيري الرسمية الثانية للبنات غرفة رقم ٨,اناث,شيعي,1,60
جبل لبنان ٣,بعبدا,الغبيري حي الجامع,93,مدرسة الغبيري الرسمية الثانية للبنات غرفة رقم ٩,اناث,شيعي,61,118
جبل لبنان ٣,بعبدا,الغبيري حي الجامع,94,مدرسة الغبيري الرسمية الثانية للبنات غرفة رقم ١٠,اناث,شيعي,119,190
جبل لبنان ٣,بعبدا,الغبيري حي الجامع,95,مدرسة الغبيري الرسمية الثانية للبنات غرفة رقم ١١,اناث,شيعي,191,287
جبل لبنان ٣,بعبدا,الغبيري حي الجامع,96,مدرسة الغبيري الرسمية الثانية للبنات غرفة رقم ١٢,اناث,شيعي,288,431
جبل لبنان ٣,بعبدا,الغبيري حي الجامع,97,مدرسة الغبيري الرسمية الثانية للبنات غرفة رقم ١٣,اناث,شيعي,432,575
جبل لبنان ٣,بعبدا,الغبيري حي الجامع,98,مدرسة الغبيري الرسمية الثانية للبنات غرفة رقم ١٤,اناث,شيعي,577,720
جبل لبنان ٣,بعبدا,الغبيري حي الجامع,99,مدرسة الغبيري الرسمية الثانية للبنات غرفة رقم ١٥,اناث,شيعي,743,1232
جبل لبنان ٣,بعبدا,الفياضية,100,صالون القديسة تريزيا - الفياضية غرفة رقم ١,اناث,ارمن كاثوليك,18,18
جبل لبنان ٣,بعبدا,الفياضية,100,صالون القديسة تريزيا - الفياضية غرفة رقم ١,ذكور,ارمن كاثوليك,18,18
جبل لبنان ٣,بعبدا,الفياضية,100,صالون القديسة تريزيا - الفياضية غرفة رقم ١,اناث,روم ارثوذكس,15,17
جبل لبنان ٣,بعبدا,الفياضية,100,صالون القديسة تريزيا - الفياضية غرفة رقم ١,ذكور,روم ارثوذكس,15,17
جبل لبنان ٣,بعبدا,الفياضية,100,صالون القديسة تريزيا - الفياضية غرفة رقم ١,اناث,روم كاثوليك,19,25
جبل لبنان ٣,بعبدا,الفياضية,100,صالون القديسة تريزيا - الفياضية غرفة رقم ١,ذكور,روم كاثوليك,19,25
جبل لبنان ٣,بعبدا,الفياضية,100,صالون القديسة تريزيا - الفياضية غرفة رقم ١,اناث,ماروني,1,24
جبل لبنان ٣,بعبدا,الفياضية,100,صالون القديسة تريزيا - الفياضية غرفة رقم ١,ذكور,ماروني,1,24
جبل لبنان ٣,بعبدا,القريه,101,متوسطة القرية الرسمية غرفة رقم ١,ذكور,ارمن كاثوليك,1,1
جبل لبنان ٣,بعبدا,القريه,101,متوسطة القرية الرسمية غرفة رقم ١,ذكور,درزي,2,75
جبل لبنان ٣,بعبدا,القريه,101,متوسطة القرية الرسمية غرفة رقم ١,ذكور,ماروني,2,2
جبل لبنان ٣,بعبدا,القريه,102,متوسطة القرية الرسمية غرفة رقم ٢,اناث,ارمن كاثوليك,1,4
جبل لبنان ٣,بعبدا,القريه,102,متوسطة القرية الرسمية غرفة رقم ٢,اناث,درزي,2,75
جبل لبنان ٣,بعبدا,القريه,102,متوسطة القرية الرسمية غرفة رقم ٢,اناث,ماروني,2,2
جبل لبنان ٣,بعبدا,القصيبه,103,قاعة كنيسة القديس جاورجيوس غرفة رقم ١,ذكور,روم ارثوذكس,1,61
جبل لبنان ٣,بعبدا,القصيبه,103,قاعة كنيسة القديس جاورجيوس غرفة رقم ١,ذكور,ماروني,2,47
جبل لبنان ٣,بعبدا,القصيبه,104,قاعة كنيسة القديس جاورجيوس غرفة رقم ٢,اناث,روم ارثوذكس,1,62
جبل لبنان ٣,بعبدا,القصيبه,105,قاعة كنيسة القديس جاورجيوس غرفة رقم ٢,اناث,ماروني,2,47
جبل لبنان ٣,بعبدا,القلعه,105,الخلية غرفة رقم ١,اناث,درزي,2,69
جبل لبنان ٣,بعبدا,القلعه,105,الخلية غرفة رقم ١,ذكور,درزي,1,69
جبل لبنان ٣,بعبدا,الكنيسه,106,صالون كنيسة مار انطونيوس غرفة رقم ١,اناث,ماروني,1,51
جبل لبنان ٣,بعبدا,الكنيسه,106,صالون كنيسة مار انطونيوس غرفة رقم ١,ذكور,ماروني,1,45
جبل لبنان ٣,بعبدا,اللويزه,107,غرفة مجاورة لصالون كنيسة مار جرجس (اللويزة) غرفة رقم ١,اناث,روم ارثوذكس,3,58
جبل لبنان ٣,بعبدا,اللويزه,107,غرفة مجاورة لصالون كنيسة مار جرجس (اللويزة) غرفة رقم ١,ذكور,روم ارثوذكس,3,58
جبل لبنان ٣,بعبدا,اللويزه,107,غرفة مجاورة لصالون كنيسة مار جرجس (اللويزة) غرفة رقم ١,اناث,روم كاثوليك,1,2
جبل لبنان ٣,بعبدا,اللويزه,107,غرفة مجاورة لصالون كنيسة مار جرجس (اللويزة) غرفة رقم ١,ذكور,روم كاثوليك,1,3
جبل لبنان ٣,بعبدا,اللويزه,107,غرفة مجاورة لصالون كنيسة مار جرجس (اللويزة) غرفة رقم ١,اناث,سني,1,2
جبل لبنان ٣,بعبدا,اللويزه,107,غرفة مجاورة لصالون كنيسة مار جرجس (اللويزة) غرفة رقم ١,ذكور,سني,1,2
جبل لبنان ٣,بعبدا,اللويزه,107,غرفة مجاورة لصالون كنيسة مار جرجس (اللويزة) غرفة رقم ١,اناث,ماروني,1,59
جبل لبنان ٣,بعبدا,اللويزه,107,غرفة مجاورة لصالون كنيسة مار جرجس (اللويزة) غرفة رقم ١,ذكور,ماروني,1,59
جبل لبنان ٣,بعبدا,الليلكه,108,مدرسة الليلكه الرسمية المختلطة غرفة رقم ١,ذكور,ماروني,1,84
جبل لبنان ٣,بعبدا,الليلكه,109,مدرسة الليلكه الرسمية المختلطة غرفة رقم ٢,اناث,ماروني,1,85
جبل لبنان ٣,بعبدا,الليلكه,110,مدرسة الليلكه الرسمية المختلطة غرفة رقم ٣,اناث,ارمن كاثوليك,1,2
جبل لبنان ٣,بعبدا,الليلكه,110,مدرسة الليلكه الرسمية المختلطة غرفة رقم ٣,ذكور,ارمن كاثوليك,1,2
جبل لبنان ٣,بعبدا,الليلكه,110,مدرسة الليلكه الرسمية المختلطة غرفة رقم ٣,اناث,درزي,1,1
جبل لبنان ٣,بعبدا,الليلكه,110,مدرسة الليلكه الرسمية المختلطة غرفة رقم ٣,ذكور,درزي,1,1
جبل لبنان ٣,بعبدا,الليلكه,110,مدرسة الليلكه الرسمية المختلطة غرفة رقم ٣,اناث,روم ارثوذكس,1,5
جبل لبنان ٣,بعبدا,الليلكه,110,مدرسة الليلكه الرسمية المختلطة غرفة رقم ٣,ذكور,روم ارثوذكس,1,6
جبل لبنان ٣,بعبدا,الليلكه,110,مدرسة الليلكه الرسمية المختلطة غرفة رقم ٣,اناث,روم كاثوليك,5,6
جبل لبنان ٣,بعبدا,الليلكه,110,مدرسة الليلكه الرسمية المختلطة غرفة رقم ٣,ذكور,روم كاثوليك,5,6
جبل لبنان ٣,بعبدا,الليلكه,110,مدرسة الليلكه الرسمية المختلطة غرفة رقم ٣,اناث,شيعي,1,1
جبل لبنان ٣,بعبدا,الليلكه,110,مدرسة الليلكه الرسمية المختلطة غرفة رقم ٣,ذكور,شيعي,1,1
جبل لبنان ٣,بعبدا,الليلكه,110,مدرسة الليلكه الرسمية المختلطة غرفة رقم ٣,اناث,كلدان,1,1
جبل لبنان ٣,بعبدا,الليلكه,110,مدرسة الليلكه الرسمية المختلطة غرفة رقم ٣,اناث,ماروني,86,192
جبل لبنان ٣,بعبدا,الليلكه,110,مدرسة الليلكه الرسمية المختلطة غرفة رقم ٣,ذكور,ماروني,85,192
جبل لبنان ٣,بعبدا,المرداشة,111,صالون كنيسة سيدة النجاة - المرداشه غرفة رقم ١,اناث,روم كاثوليك,1,4
جبل لبنان ٣,بعبدا,المرداشة,111,صالون كنيسة سيدة النجاة - المرداشه غرفة رقم ١,ذكور,روم كاثوليك,1,4
جبل لبنان ٣,بعبدا,المرداشة,111,صالون كنيسة سيدة النجاة - المرداشه غرفة رقم ١,اناث,ماروني,1,48
جبل لبنان ٣,بعبدا,المرداشة,111,صالون كنيسة سيدة النجاة - المرداشه غرفة رقم ١,ذكور,ماروني,1,48
جبل لبنان ٣,بعبدا,المريجه,112,مدرسة الاخوة – شارع الرئيس اليافي غرفة رقم ٤,ذكور,ماروني,1,169
جبل لبنان ٣,بعبدا,المريجه,113,مدرسة الاخوة – شارع الرئيس اليافي غرفة رقم ٥,اناث,ماروني,1,128
جبل لبنان ٣,بعبدا,المريجه,114,مدرسة الاخوة – شارع الرئيس اليافي غرفة رقم ٦,اناث,انجيلي,1,2
جبل لبنان ٣,بعبدا,المريجه,114,مدرسة الاخوة – شارع الرئيس اليافي غرفة رقم ٦,ذكور,انجيلي,1,1
جبل لبنان ٣,بعبدا,المريجه,114,مدرسة الاخوة – شارع الرئيس اليافي غرفة رقم ٦,اناث,روم ارثوذكس,1,8
جبل لبنان ٣,بعبدا,المريجه,114,مدرسة الاخوة – شارع الرئيس اليافي غرفة رقم ٦,ذكور,روم ارثوذكس,1,8
جبل لبنان ٣,بعبدا,المريجه,114,مدرسة الاخوة – شارع الرئيس اليافي غرفة رقم ٦,اناث,روم كاثوليك,2,40
جبل لبنان ٣,بعبدا,المريجه,114,مدرسة الاخوة – شارع الرئيس اليافي غرفة رقم ٦,ذكور,روم كاثوليك,2,17
جبل لبنان ٣,بعبدا,المريجه,114,مدرسة الاخوة – شارع الرئيس اليافي غرفة رقم ٦,اناث,شيعي,2,11
جبل لبنان ٣,بعبدا,المريجه,114,مدرسة الاخوة – شارع الرئيس اليافي غرفة رقم ٦,ذكور,شيعي,2,11
جبل لبنان ٣,بعبدا,المريجه,114,مدرسة الاخوة – شارع الرئيس اليافي غرفة رقم ٦,اناث,ماروني,130,276
جبل لبنان ٣,بعبدا,المريجه,114,مدرسة الاخوة – شارع الرئيس اليافي غرفة رقم ٦,ذكور,ماروني,172,277
جبل لبنان ٣,بعبدا,الهلالية,115,مبنى قاعة الضيعة غرفة رقم ١,ذكور,درزي,1,51
جبل لبنان ٣,بعبدا,الهلالية,115,مبنى قاعة الضيعة غرفة رقم ١,ذكور,روم كاثوليك,2,2
جبل لبنان ٣,بعبدا,الهلالية,116,مبنى قاعة الضيعة غرفة رقم ٢,اناث,درزي,1,51
جبل لبنان ٣,بعبدا,بتبيات,117,الخلية غرفة رقم ١,اناث,درزي,1,31
جبل لبنان ٣,بعبدا,بتبيات,117,الخلية غرفة رقم ١,ذكور,درزي,1,31
جبل لبنان ٣,بعبدا,بتخنيه,118,المدرسة الرسمية غرفة رقم ١,ذكور,درزي,1,84
جبل لبنان ٣,بعبدا,بتخنيه,119,المدرسة الرسمية غرفة رقم ٢,اناث,درزي,1,74
جبل لبنان ٣,بعبدا,بتخنيه,120,المدرسة الرسمية غرفة رقم ٣,اناث,درزي,80,155
جبل لبنان ٣,بعبدا,بتخنيه,120,المدرسة الرسمية غرفة رقم ٣,ذكور,درزي,87,157
جبل لبنان ٣,بعبدا,برج البراجنة حي السنديان,121,مدرسة برج البراجنة الرسمية الاولى المختلطة غرفة رقم ١,ذكور,شيعي,3,236
جبل لبنان ٣,بعبدا,برج البراجنة حي السنديان,122,مدرسة برج البراجنة الرسمية الاولى المختلطة غرفة رقم ٢,ذكور,شيعي,245,488
جبل لبنان ٣,بعبدا,برج البراجنة حي السنديان,123,مدرسة برج البراجنة الرسمية الاولى المختلطة غرفة رقم ٣,ذكور,شيعي,490,708
جبل لبنان ٣,بعبدا,برج البراجنة حي السنديان,124,مدرسة برج البراجنة الرسمية الاولى المختلطة غرفة رقم ٤,اناث,شيعي,3,225
جبل لبنان ٣,بعبدا,برج البراجنة حي السنديان,125,مدرسة برج البراجنة الرسمية الاولى المختلطة غرفة رقم ٥,اناث,شيعي,226,450
جبل لبنان ٣,بعبدا,برج البراجنة حي السنديان,126,مدرسة برج البراجنة الرسمية الاولى المختلطة غرفة رقم ٦,اناث,شيعي,452,652
جبل لبنان ٣,بعبدا,برج البراجنة حي السنديان,127,مدرسة برج البراجنة الرسمية الاولى المختلطة غرفة رقم ٧,اناث,سني,15,132
جبل لبنان ٣,بعبدا,برج البراجنة حي السنديان,127,مدرسة برج البراجنة الرسمية الاولى المختلطة غرفة رقم ٧,ذكور,سني,15,132
جبل لبنان ٣,بعبدا,برج البراجنة حي السنديان,127,مدرسة برج البراجنة الرسمية الاولى المختلطة غرفة رقم ٧,اناث,شيعي,654,829
جبل لبنان ٣,بعبدا,برج البراجنة حي السنديان,127,مدرسة برج البراجنة الرسمية الاولى المختلطة غرفة رقم ٧,ذكور,شيعي,710,829
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,128,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ١,اناث,سني,1,147
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,128,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ١,ذكور,سني,1,148
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,129,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ٢,ذكور,شيعي,17,114
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,130,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ٣,ذكور,شيعي,115,292
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,131,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ٤,ذكور,شيعي,294,387
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,132,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ٥,ذكور,شيعي,390,516
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,133,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ٦,ذكور,شيعي,518,644
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,134,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ٧,اناث,درزي,1,3
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,134,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ٧,ذكور,درزي,1,3
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,134,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ٧,اناث,روم كاثوليك,1,3
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,134,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ٧,ذكور,روم كاثوليك,1,1
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,134,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ٧,اناث,سريان كاثوليك,1,1
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,134,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ٧,ذكور,سريان كاثوليك,1,1
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,134,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ٧,ذكور,شيعي,646,818
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,134,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ٧,اناث,ماروني,1,147
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,134,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ٧,ذكور,ماروني,1,147
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,135,التكميلية الثالثـــة المختلطـــة السياد غرفة رقم ٨,اناث,شيعي,1,100
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,136,المدرسة الرسمية الاولى للصبيان الرمل غرفة رقم ١,اناث,شيعي,104,284
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,137,المدرسة الرسمية الاولى للصبيان الرمل غرفة رقم ٢,اناث,شيعي,285,369
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,138,المدرسة الرسمية الاولى للصبيان الرمل غرفة رقم ٣,اناث,شيعي,370,496
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,139,المدرسة الرسمية الاولى للصبيان الرمل غرفة رقم ٤,اناث,شيعي,500,598
جبل لبنان ٣,بعبدا,برج البراجنة حي السياد,140,المدرسة الرسمية الاولى للصبيان الرمل غرفة رقم ٥,اناث,شيعي,609,820
جبل لبنان ٣,بعبدا,برج البراجنة حي المنشية,141,مدرسة برج البراجنة الرسمية الخامسة المختلطة غرفة رقم ١,اناث,سني,35,143
جبل لبنان ٣,بعبدا,برج البراجنة حي المنشية,141,مدرسة برج البراجنة الرسمية الخامسة المختلطة غرفة رقم ١,ذكور,سني,56,142
جبل لبنان ٣,بعبدا,برج البراجنة حي المنشية,141,مدرسة برج البراجنة الرسمية الخامسة المختلطة غرفة رقم ١,اناث,شيعي,545,555
جبل لبنان ٣,بعبدا,برج البراجنة حي المنشية,142,مدرسة برج البراجنة الرسمية الخامسة المختلطة غرفة رقم ٢,ذكور,شيعي,1,155
جبل لبنان ٣,بعبدا,برج البراجنة حي المنشية,143,مدرسة برج البراجنة الرسمية الخامسة المختلطة غرفة رقم ٣,ذكور,شيعي,156,360
جبل لبنان ٣,بعبدا,برج البراجنة حي المنشية,144,مدرسة برج البراجنة الرسمية الخامسة المختلطة غرفة رقم ٤,ذكور,شيعي,362,556
جبل لبنان ٣,بعبدا,برج البراجنة حي المنشية,145,مدرسة برج البراجنة الرسمية الخامسة المختلطة غرفة رقم ٥,ذكور,سني,35,55
جبل لبنان ٣,بعبدا,برج البراجنة حي المنشية,145,مدرسة برج البراجنة الرسمية الخامسة المختلطة غرفة رقم ٥,ذكور,شيعي,557,830
جبل لبنان ٣,بعبدا,برج البراجنة حي المنشية,146,مدرسة برج البراجنة الرسمية الخامسة المختلطة غرفة رقم ٦,اناث,شيعي,1,144
جبل لبنان ٣,بعبدا,برج البراجنة حي المنشية,147,مدرسة برج البراجنة الرسمية الخامسة المختلطة غرفة رقم ٧,اناث,شيعي,145,248
جبل لبنان ٣,بعبدا,برج البراجنة حي المنشية,148,مدرسة برج البراجنة الرسمية الخامسة المختلطة غرفة رقم ٨,اناث,شيعي,252,541
جبل لبنان ٣,بعبدا,برج البراجنة حي المنشية,149,مدرسة برج البراجنة الرسمية الخامسة المختلطة غرفة رقم ٩,اناث,شيعي,556,828
جبل لبنان ٣,بعبدا,بزبدين,150,المدرسة الرسمية غرفة رقم ١,ذكور,درزي,2,135
جبل لبنان ٣,بعبدا,بزبدين,151,المدرسة الرسمية غرفة رقم ٢,اناث,درزي,2,135
جبل لبنان ٣,بعبدا,بزبدين,152,مركز البلدية غرفة رقم ١,ذكور,ماروني,1,219
